Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7xDrGu61LdqobB6sZ0VqM2,"Rabona","Taps / Rabona","E. Myers",2017-07-14,330461,8,false,bvalkin,2020-02-24T16:25:59Z,"","Unknown Label",0.66,0.622,9,-8.397,0,0.027,0.0000253,0.83,0.0924,0.294,130.002,4
spotify:track:1UBTF840gTUTQquwK34wib,"Arcade","Arcade","Hector Couto",2019-10-11,365500,8,false,bvalkin,2020-03-07T17:13:11Z,"tech house","Roush Label",0.792,0.913,1,-8.535,1,0.0824,0.00596,0.9,0.0846,0.409,126.987,4
spotify:track:2tA5avvrOQkjNiJg6y6az4,"Orion - Luci's Travel","Alma Sounds","Luciano",2016-07-11,875102,0,false,bvalkin,2020-04-03T15:58:30Z,"latin house","Cadenza records",0.81,0.528,8,-12.098,1,0.0435,0.00106,0.909,0.0886,0.646,126.995,4
spotify:track:2TUSbKRL9amtnbH5bwYnt0,"Track Ten","Back To Basics (Part 1)","Juan Atkins",2004-04-02,361400,32,false,bvalkin,2020-04-03T11:25:14Z,"dub techno,techno,minimal techno,chicago house","Parlophone UK",0.552,0.767,0,-14.412,0,0.0343,0.00909,0.82,0.118,0.617,131.242,4
spotify:track:1vpHrftvMztdhsxVoCQMCo,"Funky Mood","Funky Mood","UGLH",2011-12-01,452765,0,false,bvalkin,2020-04-07T17:26:28Z,"","Back And Forth",0.902,0.632,7,-11.867,1,0.142,0.00132,0.841,0.082,0.511,122.99,4
spotify:track:6fPq1hr3halmX7Q8bSWH8K,"Sundance","PIV ADE SAMPLER 2019","NTFO",2019-10-18,460815,0,false,bvalkin,2020-04-17T08:07:04Z,"deep house,minimal techno","PIV Records",0.801,0.814,10,-11.124,0,0.0737,0.00145,0.908,0.0853,0.38,124.989,4
spotify:track:6rlHMxDbOQsZPxLjCaBnP4,"Gingo Biloba","Gingo Biloba","Andrey Pushkarev",2013-04-15,508750,20,false,bvalkin,2020-04-17T14:33:02Z,"dub techno,minimal techno","Circus company",0.811,0.865,0,-9.002,1,0.0785,0.0857,0.933,0.0456,0.838,121.008,4
spotify:track:6SIGZ4x7IVP9qbHjZxpVA1,"Fresh","Traxmas","High Fidelity",2018-12-21,300983,5,false,bvalkin,2020-04-18T16:43:59Z,"acid jazz","Trax Records",0.75,0.632,5,-11.03,1,0.0491,0.0316,0.874,0.111,0.506,122.044,4
spotify:track:77o4ceN125GjPAXEZ5r3oh,"Passing By - Roger Gerressen Remix","Moment of Serenity","Havantepe;Roger Gerressen",2019-08-12,383606,0,false,bvalkin,2020-04-20T15:29:36Z,"dub techno,minimal techno,dub","Berg Audio",0.808,0.544,7,-13.788,0,0.0789,0.13,0.934,0.111,0.941,126,4
spotify:track:4zRw2xBPx0Y1n7oN6INFh7,"Reflect","Recall","Pablo Bolivar",2009-06-18,392000,33,false,bvalkin,2020-04-20T15:59:11Z,"dub techno,minimal techno,chicago house,deep house,organic house","Regular Label",0.811,0.529,0,-10.339,1,0.0789,0.00758,0.877,0.0897,0.691,119.997,4
spotify:track:3d4I4djaDbYmpK1d973UUL,"Planitz Proposal","Planitz Proposals","Langenberg",2010-12-17,523259,0,false,bvalkin,2020-04-20T16:00:18Z,"dub techno","Mild Pitch",0.764,0.484,10,-12.015,0,0.0496,0.193,0.923,0.11,0.139,117.98,4
spotify:track:4wUPAvahUzLMWBdUYMzdNw,"Basic Needs","Eldorado House Heaven - The Summer Collection","Jussi-Pekka",2006-06-03,348398,0,false,bvalkin,2020-04-20T16:04:11Z,"dub techno","Laka-Tosh-Music",0.691,0.759,4,-13.046,0,0.0437,0.0000251,0.884,0.114,0.148,121.987,4
spotify:track:048txVhdADqphnbaBFtwQz,"lantern (Marko Furstenberg reshape)","lantern","Shinsuke Matsumoto",2011-05-11,521066,0,false,bvalkin,2020-04-20T16:06:09Z,"dub techno,dub,minimal techno","AY",0.575,0.615,7,-12.601,1,0.0335,0.00127,0.675,0.352,0.111,107.013,4
spotify:track:6TElrFvVH8aqryNfL0tLOn,"No Image","Columbian Blue","Markus Homm",2015-02-11,486187,0,false,bvalkin,2020-04-20T16:07:47Z,"dub techno,tech house,deep house","Bondage Music",0.812,0.46,11,-15.097,0,0.182,0.0000212,0.885,0.0885,0.665,123.006,4
spotify:track:6DdDzmbmL6MAHFebFm1JBM,"Plankton","Deep Sea Exploration","Dublicator",2013-03-07,478536,0,false,bvalkin,2020-04-20T16:09:10Z,"dub techno,dub,minimal techno","Avantroots",0.36,0.669,11,-12.838,0,0.0333,0.0203,0.921,0.174,0.23,123.01,4
spotify:track:5QrE2bWl9pjS7xqC5rKrHP,"Supreme Blue","Colour Planet Corporation","Eduardo De la Calle",2016-05-27,367294,0,false,bvalkin,2020-04-20T16:10:19Z,"dub techno,minimal techno","Forbidden Colours",0.711,0.66,11,-10.773,0,0.0453,0.0219,0.919,0.116,0.0921,126.001,3
spotify:track:7viD5dkEm7eaeGuvi4ZWBv,"Delirio","Delirio","Hraach",2015-03-30,416131,42,false,bvalkin,2020-04-22T12:44:25Z,"organic house,tribal house,downtempo,deep house","DeepClass Records",0.809,0.706,7,-9.339,0,0.0484,0.0297,0.903,0.0635,0.761,120.008,4
spotify:track:2wL7FC6nS8jMeakZhPrMRc,"Ease My Mind (feat. The Smoothness)","Ease My Mind EP","Archie Hamilton;The Smoothness",2020-05-22,491374,0,false,bvalkin,2020-05-30T13:55:50Z,"tech house,minimal techno","Moscow Records",0.803,0.677,6,-12.229,0,0.0526,0.000838,0.911,0.0992,0.484,126.998,4
spotify:track:0VJhzgI8tD07XPPWUPKp1j,"Timewriter","Timewriter EP","Chris Stussy;Toman",2020-07-10,379135,0,false,bvalkin,2020-07-20T20:12:09Z,"house,tech house,latin house","Locus",0.804,0.882,1,-10.418,1,0.059,0.00299,0.886,0.0871,0.499,127.02,4
spotify:track:0aM1woscdL19B2iBkLNsRm,"Shine Bright","PIV Spring Sampler","Kolter;Leon Hagen",2019-05-10,351511,0,false,bvalkin,2020-07-27T15:29:45Z,"house,tech house,lo-fi house","PIV Records",0.828,0.653,10,-10.308,0,0.0967,0.012,0.853,0.0766,0.366,127.005,4
spotify:track:3cKS5lTbRVVPkd5QYBjpam,"What U Want - Chris Stussy & Djoko aka Kolter Remix","Remixed","Enrico Mantini;X Woman;Chris Stussy;Kolter",2020-02-14,526855,0,false,bvalkin,2020-08-12T10:34:48Z,"lo-fi house,house,tech house","PURISM Wave",0.727,0.81,1,-10.036,1,0.167,0.0854,0.287,0.073,0.702,124.978,4
spotify:track:71vLXAxoLgTKzykP9TBpgz,"For Your Health","KOLTERCAMP, Vol. II","Kolter",2020-07-15,396361,7,false,bvalkin,2020-08-12T10:40:42Z,"house,tech house,lo-fi house","DJOKOCAMP",0.797,0.838,8,-8.331,0,0.0492,0.0103,0.685,0.0666,0.912,132.021,4
spotify:track:2G1YwmMvGn9VZI4cRagTtj,"Honorus","KOLTERCAMP, Vol. II","Kolter",2020-07-15,518396,8,false,bvalkin,2020-08-12T10:43:25Z,"house,tech house,lo-fi house","DJOKOCAMP",0.806,0.685,11,-10.816,0,0.0602,0.0269,0.898,0.213,0.182,124.997,4
spotify:track:2RR47Gjs1h1qhcKFUEchWv,"Rise Together","Washed Away EP","Kolter",2019-11-18,315737,0,false,bvalkin,2020-08-12T10:37:40Z,"house,tech house,lo-fi house","PIV Records",0.807,0.754,8,-9.617,1,0.072,0.0172,0.902,0.0741,0.609,126.008,4
spotify:track:0ZynC2ICh21Atgi9whPdR9,"Graceful","KOLTERCAMP, Vol. II","Kolter",2020-07-15,371901,7,false,bvalkin,2020-08-12T10:42:52Z,"house,tech house,lo-fi house","DJOKOCAMP",0.818,0.652,6,-10.817,0,0.133,0.00637,0.741,0.14,0.695,131.011,4
spotify:track:0ki209ZxLDCqRw6zUv6OD5,"Ikarus","Endless Explorations","Kolter",2020-06-15,354098,13,false,bvalkin,2020-08-12T10:45:03Z,"house,tech house,lo-fi house","Berg Audio",0.803,0.844,11,-8.657,0,0.0486,0.015,0.737,0.124,0.62,127.009,4
spotify:track:4XBR4eWCjDH9NrzwVC0b7M,"Dialer","Reminders, Vol. 10","Kolter",2020-06-26,338725,8,false,bvalkin,2020-08-12T10:46:23Z,"house,tech house,lo-fi house","Talman Records",0.825,0.637,5,-13.461,0,0.0716,0.109,0.727,0.119,0.429,127.012,4
spotify:track:0washXlWqFEj5oCjNWwA2E,"Hooked on You","Hooked","Kolter",2020-05-29,383612,44,false,bvalkin,2020-08-12T10:35:04Z,"house,tech house,lo-fi house","Shall Not Fade",0.855,0.865,8,-7.493,0,0.0828,0.11,0.658,0.0651,0.781,130.992,4
spotify:track:3BIuqx09D432FYs30nstVe,"Washed Away","Washed Away EP","Kolter",2019-11-18,360934,0,false,bvalkin,2020-08-12T10:35:27Z,"house,tech house,lo-fi house","PIV Records",0.822,0.659,8,-8.716,1,0.15,0.00514,0.857,0.0279,0.44,129.011,4
spotify:track:7Li6ZhmefqnNZmJsnjXFv2,"Inside of You - Chris Stussy & Djoko aka Kolter Remix","Remixed","Enrico Mantini;Chris Stussy;Kolter",2020-02-14,399022,0,false,bvalkin,2020-08-12T10:36:45Z,"lo-fi house,house,tech house","PURISM Wave",0.822,0.693,6,-10.199,0,0.0813,0.0331,0.822,0.0724,0.702,125.975,4
spotify:track:4X3t0hoW66E6cJfUMDfZMm,"Acid Paradise","KOLTERCAMP, Vol. I","Kolter",2020-07-01,376320,14,false,bvalkin,2020-08-12T10:36:58Z,"house,tech house,lo-fi house","DJOKOCAMP",0.809,0.722,10,-11.713,0,0.0653,0.0089,0.895,0.0754,0.744,125.005,4
spotify:track:6mM7LJHKDVhduD428lv5OD,"Overflow","Overflow","Kolter",2020-08-07,196874,35,false,bvalkin,2020-08-12T10:38:42Z,"house,tech house,lo-fi house","Rawsome Deep",0.8,0.929,9,-6.94,1,0.0606,0.00153,0.904,0.0927,0.709,128.024,4
spotify:track:4n3Nhbk8yAkKP2Ywe0LrIO,"Spank the Wurli","KOLTERCAMP Vol. III","Kolter",2020-07-31,346081,6,false,bvalkin,2020-08-12T10:43:55Z,"house,tech house,lo-fi house","DJOKOCAMP",0.746,0.737,1,-9.733,1,0.107,0.00602,0.866,0.0812,0.686,128.991,4
spotify:track:71SItvFBcF7JIUdK4pd7Hg,"Archway - Silverlining Remix","Archway EP","TIJN & Daines;Silverlining",2019-02-08,521286,0,false,bvalkin,2020-10-25T11:59:46Z,"minimal techno,dub techno","Moss Co.",0.81,0.811,6,-11.342,1,0.0781,0.017,0.879,0.666,0.34,125.001,4
spotify:track:6ZIdSgKmqZX05H2l1qeK2S,"Calea mea - Original Mix","Sinewaves Are From God","Stoilku",2020-04-23,441808,12,false,bvalkin,2020-10-25T12:00:29Z,"minimal techno,dub techno","Salomon Records",0.802,0.421,6,-12.826,0,0.0776,0.00469,0.878,0.069,0.0635,122.995,4
spotify:track:7HRqONVpwskpMnQThxE4Yu,"Beliefs - Patryk Molinari Remix","Beliefs","Peppou;Patryk Molinari",2018-09-10,401710,0,false,bvalkin,2020-10-25T12:49:27Z,"minimal techno,nu disco,funky house,disco house","Antura Records",0.798,0.874,1,-8.799,1,0.0654,0.00683,0.892,0.0777,0.172,126.044,4
spotify:track:6TruBa7kh7zij2PSYTvdB4,"All She Wants Is - Markus Fix Remix","All She Wants Is","Karotte",2009-07-13,450333,0,false,bvalkin,2020-11-20T20:07:25Z,"minimal techno,techno","Break New Soil Recordings",0.812,0.47,1,-9.508,1,0.0525,0.00455,0.947,0.107,0.318,124,4
spotify:track:4dfZmvFyqlS6XHg4MyMAra,"Let's Talk","Signs","Parsec (UK)",2020-11-02,469935,6,false,bvalkin,2020-12-20T14:20:32Z,"minimal techno","Inermu",0.804,0.627,3,-11.2,0,0.0623,0.00635,0.849,0.101,0.71,128.028,4
spotify:track:0sKVQnfIBNTjEZy7XiknX7,"Reponce Profonde","Meuse EP","iO (Mulen)",2020-10-30,450468,24,false,bvalkin,2020-12-20T14:21:27Z,"minimal techno,dub techno","Cecille Records",0.804,0.839,7,-7.646,0,0.0425,0.00409,0.932,0.05,0.264,128.001,4
spotify:track:0CGeO5fyrBjq0xeWRKwQnH,"Metro","Down to Business, Vol. 2","KEPLER",2020-09-07,353893,5,false,bvalkin,2020-12-28T10:37:26Z,"","Vessel Records",0.804,0.759,4,-9.193,0,0.0668,0.0173,0.89,0.0593,0.55,131,4
spotify:track:2eHV1hHR0BVWG7tZblaWmg,"Evolution","Evolution","Phreaks of Visions",2019-12-16,440655,0,false,bvalkin,2020-12-29T20:42:04Z,"","Lolife",0.79,0.919,6,-10.457,0,0.0794,0.0316,0.719,0.593,0.301,125.021,4
spotify:track:0p5wjPVrbqDn050ExGzvDJ,"Amnesia","Amnesia","Kabbina",2020-08-07,409357,0,false,bvalkin,2020-12-29T21:04:32Z,"tech house","issues",0.809,0.336,11,-11.794,1,0.117,0.011,0.703,0.0699,0.317,126,4
spotify:track:5JTs7BHnTwBd8zOwoBRat3,"Desire","Amnesia","Kabbina",2020-08-07,365665,0,false,bvalkin,2020-12-29T21:05:13Z,"tech house","issues",0.81,0.666,9,-10.602,1,0.0514,0.000132,0.74,0.0619,0.678,128.007,4
spotify:track:5nhbOP4sRtqnhEm6JWvcBN,"Hypnotise - East End Dubs Remix","Momentum","Lauren Lo Sung;East End Dubs",2020-09-04,397322,0,false,bvalkin,2021-01-10T16:02:02Z,"tech house,house","Lolife",0.809,0.583,7,-9.226,1,0.0614,0.000741,0.915,0.091,0.577,127.004,4
spotify:track:151rvi7L8tu8XVooljPGV0,"First Plate 2","From the Heart, It's a Start, A Work of Art","Shinichi Atobe",2017-06-09,356198,17,false,bvalkin,2021-02-18T12:10:21Z,"dub techno,lo-fi house","DDS",0.913,0.95,7,-5.497,0,0.233,0.791,0.967,0.0928,0.329,123.636,4
spotify:track:2icwj6GbPxwzXQ1mdRqWXT,"Momentum","Momentum","Lauren Lo Sung",2020-09-04,422400,0,false,bvalkin,2021-04-02T09:11:48Z,"tech house","Lolife",0.806,0.826,11,-6.693,0,0.0839,0.000523,0.515,0.0877,0.486,124.973,4
spotify:track:7kn99anaTT2yy2i2uaOhBH,"Ventura","Ventura","Kolter",2021-04-02,351900,13,false,bvalkin,2021-04-02T09:16:37Z,"house,tech house,lo-fi house","Shall Not Fade",0.794,0.745,8,-8.927,1,0.0918,0.00471,0.818,0.112,0.648,126.03,4
spotify:track:0vE909GhT8Zq5ip1058BtG,"Diplo","Diplo","Traumer",2021-05-14,442947,6,false,bvalkin,2021-05-15T18:15:38Z,"minimal techno,dub techno,tech house","Adam's Bite",0.803,0.566,11,-11.608,0,0.0499,0.00831,0.918,0.0936,0.301,125.012,4
spotify:track:61dx4dVWwyYnPlFaPBAxmZ,"Prima","Diplo","Traumer",2021-05-14,453903,4,false,bvalkin,2021-05-15T19:09:11Z,"minimal techno,dub techno,tech house","Adam's Bite",0.811,0.63,1,-10.587,1,0.0571,0.00111,0.819,0.0687,0.629,125,4
spotify:track:4kAx3NX9Psu3f0s3uQydcS,"No Going Back","Little i EP","Fresh & Low",2018-07-23,450595,22,false,bvalkin,2021-08-15T17:09:15Z,"jazz house,lo-fi house,chicago house","Re:Fresh Musik",0.882,0.556,2,-8.453,1,0.176,0.000833,0.732,0.0708,0.6,124.88,4
spotify:track:2AVkUtmWTaZXHg908qMGbv,"Penthouse Boogie","Lavender","Kevin Over;Marlon",2018-10-26,348941,12,false,bvalkin,2021-08-15T17:10:36Z,"tech house,salsa","Champion Records",0.711,0.818,6,-10.36,0,0.0449,0.181,0.215,0.0715,0.332,127.005,4
spotify:track:6ES3m4pXpPQKIM4s2JqJCb,"Otro Mundo","Otro Mundo","Toman",2021-01-08,481860,20,false,bvalkin,2021-09-25T15:13:53Z,"tech house,latin house","No Art",0.809,0.847,11,-8.304,0,0.0386,0.000197,0.925,0.0704,0.586,128,4
spotify:track:30RxV868LEvXZvaG8UGHy9,"Assembling Pieces","Assembling Pieces","Traumer",2020-05-15,411147,21,false,bvalkin,2021-09-25T15:46:25Z,"minimal techno,dub techno,tech house","Berg Audio",0.803,0.641,11,-9.2,1,0.0831,0.00794,0.856,0.0538,0.389,126.002,4
spotify:track:4UjBi0eYbPmnK2u8Umaw2E,"E Fix","Numerous Agnomens Vol. II","Nu Zau",2018-09-25,525079,0,false,bvalkin,2021-10-02T13:29:28Z,"minimal techno","Aku",0.809,0.468,7,-15.395,1,0.066,0.00632,0.914,0.111,0.337,122.999,4
spotify:track:61heW4kxANGz6y3Yc6BaOj,"Sapphire - Mikhu Remix","Sapphire","Victor Montero;Mikhu",2019-12-23,449535,0,false,bvalkin,2021-10-02T13:54:17Z,"minimal techno","Studio 405",0.791,0.859,8,-10.867,0,0.0617,0.0949,0.921,0.109,0.76,126.026,4
spotify:track:6TomWo7OMmzLJ5isLaWPkm,"Check Check - Mihai Popoviciu Remix","Sender Flashbacks Vol #4","Benno Blome;Konrad Cadet;Mihai Popoviciu",2019-03-15,424646,5,false,bvalkin,2021-10-31T19:59:59Z,"dub techno,tech house,minimal techno,deep house","Sender Records",0.81,0.507,1,-11.014,1,0.0492,0.00133,0.92,0.0859,0.468,123.007,4
spotify:track:3R4TA6EQfsGSC5XKCxRz2I,"Ultramarin","Sender Flashbacks Vol #4","Kotelett;Zadak",2019-03-15,450699,5,false,bvalkin,2021-10-31T20:04:01Z,"indie dance","Sender Records",0.81,0.59,0,-13.226,1,0.0616,0.0228,0.93,0.113,0.132,120.997,4
spotify:track:6XGJbzogv6NNmHCap4OxA5,"CN Tower","Sender Flashbacks Vol #3","Jake Fairley",2013-04-29,390373,5,false,bvalkin,2021-10-31T20:13:17Z,"minimal techno","Sender Records",0.803,0.765,0,-9.591,1,0.0414,0.000995,0.887,0.0767,0.143,129.205,4
spotify:track:4ZC64n9iX8JBYbVFI7FRiO,"Passing By","Moment of Serenity","Havantepe",2019-08-12,409253,17,false,bvalkin,2021-12-12T12:14:25Z,"dub techno,minimal techno,dub","Berg Audio",0.729,0.678,5,-10.765,0,0.0438,0.0217,0.926,0.179,0.397,126.004,4
spotify:track:0rvI1gEhjihcbVO2nalYLp,"Melted","Perspective & Melted","Brawther;Traumer;Prince Morella",2022-01-07,390344,25,false,bvalkin,2022-01-08T15:30:19Z,"jazz house,rally house,dub techno,minimal techno,tech house,dub","Berg Audio",0.891,0.466,6,-10.309,0,0.125,0.00539,0.883,0.0523,0.948,124.009,4
spotify:track:2FJHQtSRI1RtQf59MhhaBg,"Deja vu","Take it back to basics","Nu Zau",2020-10-16,487752,13,false,bvalkin,2022-02-13T14:40:34Z,"minimal techno","Zau Nu",0.806,0.769,1,-12.564,0,0.0508,0.0138,0.868,0.108,0.671,123.994,4
spotify:track:6YZdnmVSX8NzVQ0f7otKI6,"Fade","Divided Mirrors","Laughing Man",2021-08-12,434895,4,false,bvalkin,2022-02-20T15:42:43Z,"dub techno","Laughing Man",0.82,0.786,1,-10.075,1,0.0575,0.00392,0.822,0.112,0.0914,126.991,4
spotify:track:5iLiKv58I9v5ERgYt1ADwC,"Indica Mornings - Ben Rau Remix","Stuttering Beauty","Ben Rau;Miffy & Miller;Nicolau",2016-06-06,412000,14,false,bvalkin,2022-04-01T20:14:46Z,"tech house,disco house,minimal techno","Draft",0.81,0.915,0,-9.724,1,0.0752,0.0448,0.927,0.107,0.417,123.999,4
spotify:track:5I1cqmfFVPk3xIFOqQ5Uc0,"Solid Moonshine - Original Mix","Phases Of Light EP","Fyrone",2019-08-23,431144,10,false,bvalkin,2022-04-06T05:01:50Z,"","Ladeep",0.803,0.797,6,-11.168,0,0.135,0.23,0.919,0.0736,0.355,125.997,4
spotify:track:3uZ5AhoW9HTwYJKntuDU5T,"Shades - Teluric Remix","Shades","Laughing Man;Viktor Udvari;Teluric",2019-05-06,449287,13,false,bvalkin,2022-04-06T05:11:16Z,"dub techno,minimal techno","Berg Audio",0.8,0.493,6,-11.036,0,0.136,0.00195,0.894,0.11,0.759,129.001,4
spotify:track:3oqT1ni0srnTPvCQVFa4yz,"Overcome","Overcome","Laughing Man",2020-05-05,495238,6,false,bvalkin,2022-04-06T05:33:42Z,"dub techno","Laughing Man",0.833,0.617,1,-9.606,1,0.149,0.00403,0.737,0.0868,0.231,126.008,4
spotify:track:5IsnQf79pG1xD6RtzOOFuG,"Good Morning","Divided Mirrors","Laughing Man",2021-08-12,411999,4,false,bvalkin,2022-04-06T06:11:22Z,"dub techno","Laughing Man",0.796,0.919,7,-9.119,1,0.0643,0.188,0.874,0.0955,0.797,127.009,4
spotify:track:457o5iisuqacHGvkVVZLrM,"Communication","Moments","Helly Larson",2019-01-14,429151,25,false,bvalkin,2022-05-21T14:38:22Z,"dub techno,deep house,dub","Sofa Sessions",0.787,0.548,7,-14.225,1,0.0458,0.0324,0.903,0.112,0.493,123.016,4
spotify:track:4ZFq5cbqGww4vcQa4TNsUC,"Looped Reflections - Laughing Man's Terminal Edit","Pal, Vol. 1","Vis;Laughing Man",2018-01-26,445529,6,false,bvalkin,2022-05-21T14:42:20Z,"dub techno","Pear",0.809,0.626,2,-12.373,1,0.05,0.0102,0.918,0.0928,0.0531,125.016,4
spotify:track:2bGgVaHEQIeKXKYhKL3U2i,"Floating in Space","Aurion","Helly Larson",2013-11-29,421463,35,false,bvalkin,2022-05-21T14:43:17Z,"dub techno,deep house,dub","MANDMS Music",0.865,0.263,2,-19.369,0,0.0756,0.00127,0.87,0.0743,0.855,123.005,4
spotify:track:0jlBmWPq3FDFPgOVAwcgXh,"Moving Dub - Deep Spelle Remix","Moments","Helly Larson;Riccicomoto;Deep Spelle",2019-01-14,475573,37,false,bvalkin,2022-05-21T14:43:43Z,"dub techno,deep house,dub","Sofa Sessions",0.865,0.421,11,-10.14,0,0.0748,0.0294,0.836,0.28,0.466,124.005,4
spotify:track:2cWDhpDPrGLxRuNabs4S7L,"On Falling","Night Liner","Helly Larson",2016-10-17,357057,37,false,bvalkin,2022-05-21T14:47:24Z,"dub techno,deep house,dub","Deep Site Digital",0.775,0.423,8,-11.572,1,0.0398,0.24,0.885,0.115,0.592,121.004,4
spotify:track:4cMoQ4Aq5NVVVNaGnT2YZi,"Planetarium","10 Years Sintope Sampler","NTFO",2018-08-20,578218,7,false,bvalkin,2022-06-18T18:19:01Z,"deep house,minimal techno","Sintope Digital",0.811,0.477,6,-15.261,1,0.0607,0.00213,0.95,0.0948,0.264,123.008,4
spotify:track:2S7DEhGRlWUbLfA80yTSzC,"Savon","Le Fit Club","Magic Pincher",2020-12-10,422857,0,false,bvalkin,2022-07-26T20:17:02Z,"","YYK No Label",0.809,0.832,2,-11.455,1,0.0545,0.000268,0.903,0.0931,0.638,126.009,4
spotify:track:06lPXlp3XGj4pWlHsQIEOq,"Insomnie","Le Fit Club","Magic Pincher",2020-12-10,420000,0,false,bvalkin,2022-07-26T20:17:31Z,"","YYK No Label",0.805,0.469,9,-11.325,0,0.0761,0.0000917,0.928,0.0982,0.532,128.009,4
spotify:track:7n8tF8oTK4wGFVi1I1iBgy,"Move Dub - Steve O'Sullivan Remix","Move Dub","R.Y.;A.C.;Steve O'Sullivan",2020-09-07,428800,20,false,bvalkin,2022-07-26T20:19:53Z,"dub techno,dembow,minimal techno","Berg Audio",0.811,0.624,1,-11.106,1,0.0531,0.0203,0.843,0.111,0.49,124.003,4
spotify:track:4E0ERam22sD5m6wCNHKAiC,"Foreal - Seb Zito Remix","Foreal EP","Enzo Siragusa;Nima Gorji;Seb Zito",2018-04-30,424503,0,false,bvalkin,2022-07-29T15:33:13Z,"tech house,minimal techno","Fuse London",0.805,0.878,1,-10.775,1,0.0691,0.0013,0.913,0.127,0.618,126.997,4
spotify:track:2QztGu0rZeiSLKCPUvcGld,"Soul Is Life - Mihai Popoviciu Remix","Soul Is Life / Mbaby","Eddie Richards",2014-05-12,423418,20,false,bvalkin,2022-08-07T14:46:25Z,"tech house,acid house","Storm Recordings",0.81,0.767,6,-9.627,0,0.0584,0.000082,0.893,0.0598,0.541,123.007,4
spotify:track:1hea8PbhMDM15ENdHCckSE,"Accomodation","Dream Mood, Pt. 6","Peshka",2018-08-03,624635,0,false,bvalkin,2022-08-09T09:44:18Z,"minimal techno","Dream Mode",0.807,0.7,1,-13.653,1,0.081,0.00469,0.853,0.301,0.629,122.992,4
spotify:track:09GUoBFkZmMNBQ2h4JFsZT,"House For All - Original Mix","House For All","Blunted Dummies",1993-02-26,234373,35,false,bvalkin,2022-08-09T09:48:07Z,"baltimore club,chicago house","Definitive Recordings",0.952,0.677,0,-19.287,1,0.0553,0.0618,0.731,0.126,0.437,120.088,4
spotify:track:7uTKidLC756IRkIHcexE4j,"Juicy Street","Ideal Juice Compilation","Djebali",2016-03-25,380268,5,false,bvalkin,2022-08-09T09:56:50Z,"","(djebali)",0.81,0.854,0,-8.318,0,0.0743,0.00117,0.914,0.093,0.599,123,4
spotify:track:5KIdA2tBiWnXRT2T9Wo4Vs,"Hostom ZZZ, pt. 3","HOSTOM ZZZ","Hostom",2016-05-20,404516,0,false,bvalkin,2022-10-09T09:18:12Z,"","Hostom",0.812,0.65,6,-10.397,0,0.0759,0.234,0.94,0.111,0.384,123.993,4
spotify:track:2eIHheTkRZGzq5j4jiJVT9,"Hostom001, pt. 2","HOSTOM001","Hostom",2015-10-26,526747,0,false,bvalkin,2022-10-09T09:33:26Z,"","Hostom",0.79,0.708,6,-11.498,0,0.0566,0.000319,0.725,0.106,0.405,125.005,4
spotify:track:2AlObmsvfdquvBLdGViQIp,"Hostom002, pt. 1","HOSTOM002","Hostom",2016-01-13,515905,0,false,bvalkin,2022-10-09T09:36:18Z,"","Hostom",0.809,0.64,8,-10.434,0,0.0516,0.000153,0.912,0.0743,0.307,127.013,4
spotify:track:2mv59YREbB2edRqpdXX9jZ,"Cotton Candy","Rave Vision","Djebali",2022-09-23,466229,6,false,bvalkin,2022-10-09T10:12:52Z,"","TRMNL",0.797,0.753,5,-9.07,0,0.0704,0.0276,0.937,0.0636,0.658,128.025,4
spotify:track:3R7gH9CbmCoXnKttJpDmNX,"Rave Vision","Rave Vision","Djebali",2022-09-23,421807,6,false,bvalkin,2022-10-09T10:16:00Z,"","TRMNL",0.796,0.683,1,-8.211,0,0.0665,0.00182,0.874,0.0914,0.346,127.995,4
spotify:track:4EPzWbCrwQrL2gsMV9IpTX,"Politics Of Dancing X Djebali","Politics Of Dancing X Djebali & Franck Roger","Politics Of Dancing;Djebali",2018-06-04,406451,5,false,bvalkin,2022-10-09T10:39:41Z,"minimal techno","P.O.D CROSS",0.806,0.675,1,-8.271,1,0.095,0.0788,0.87,0.0711,0.195,124.009,4
spotify:track:4VaCtM8YX6pIh7YYIOHXcx,"First New Dance - Original Mix","First New Dance","Arapu",2022-09-16,710639,18,false,bvalkin,2022-10-27T12:49:57Z,"minimal techno","Rawax",0.817,0.617,2,-10.898,1,0.052,0.0993,0.903,0.107,0.496,127.005,4
spotify:track:4JPQCXTf6FugwbQ1FXL7lP,"Apoplex","Apoplex","Jinger;Traumer",2022-09-02,416639,17,false,bvalkin,2022-10-27T12:52:10Z,"minimal techno,dub techno,tech house","Jinger",0.81,0.703,1,-10.672,0,0.0599,0.00413,0.915,0.108,0.126,124.992,4
spotify:track:4nkiLES9CY0vksXWwXW151,"Ra","Top Secret","Micronica",2022-11-14,426667,14,false,bvalkin,2022-11-19T17:51:31Z,"minimal techno,dub techno","Micronica Records",0.807,0.522,10,-11.405,0,0.0606,0.000412,0.904,0.124,0.492,126.026,4
